locale,query_or_concept,first_sourceNumber,first_URL,second_sourceNumber,second_URL,overlap_reason,evidence,confidence,recommended_action
nb-NO,overheating / thermal throttling,53,https://runcheckapp.com/nb/artikler/varme/hvorfor-android-telefonen-overopphetes-og-slik-sjekker-du-temperaturen/,56,https://runcheckapp.com/nb/artikler/varme/hva-er-termisk-struping-og-hvordan-pavirker-det-telefonen/,heat symptom overlaps the performance-protection mechanism,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
nb-NO,slow Android phone / speed up old phone,64,https://runcheckapp.com/nb/artikler/ytelse/hvorfor-android-telefonen-er-treg-slik-finner-og-loser-du-det-egentlige-problemet/,65,https://runcheckapp.com/nb/artikler/ytelse/slik-gjor-du-en-gammel-android-telefon-raskere/,diagnosis and improvement intents may share slow-phone queries,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
nb-NO,free storage / false full warning,79,https://runcheckapp.com/nb/artikler/lagring/slik-frigjor-du-lagringsplass-pa-android-uten-a-miste-noe/,87,https://runcheckapp.com/nb/artikler/lagring/hvorfor-telefonen-sier-at-lagringen-er-full-nar-den-ikke-ser-full-ut/,general cleanup overlaps the false-full error intent,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
nb-NO,Wi-Fi signal / Wi-Fi troubleshooting,90,https://runcheckapp.com/nb/artikler/nettverk/slik-sjekker-du-wifi-signalstyrken-pa-android/,96,https://runcheckapp.com/nb/artikler/nettverk/slik-loser-du-problemer-med-wi-fi-tilkoblingen-pa-android/,measurement intent overlaps repair intent,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
nb-NO,slow phone internet / slow mobile data,91,https://runcheckapp.com/nb/artikler/nettverk/hvorfor-er-internett-sa-tregt-pa-telefonen/,97,https://runcheckapp.com/nb/artikler/nettverk/hvorfor-er-mobildata-tregt-selv-med-godt-signal/,broad connection diagnosis overlaps mobile-data-only intent,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
nb-NO,hardware test / diagnostic apps,104,https://runcheckapp.com/nb/artikler/maskinvare/slik-tester-du-maskinvaren-i-en-android-telefon-komplett-diagnoseguide-2026/,138,https://runcheckapp.com/nb/artikler/enhetshelse/de-beste-diagnoseappene-for-android-sammenlignet-2026/,how-to test workflow overlaps commercial comparison of tools,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
nb-NO,updates stopped / support lifecycle,121,https://runcheckapp.com/nb/artikler/programvare/hva-skjer-nar-android-slutter-a-fa-oppdateringer/,123,https://runcheckapp.com/nb/artikler/programvare/har-telefonen-min-fortsatt-stotte-slik-sjekker-du-stotteperioden-for-android-og/,end-of-updates explainer overlaps model support-status lookup,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
nb-NO,security patch / support lifecycle,122,https://runcheckapp.com/nb/artikler/programvare/slik-sjekker-du-sikkerhetsoppdateringer-pa-android/,123,https://runcheckapp.com/nb/artikler/programvare/har-telefonen-min-fortsatt-stotte-slik-sjekker-du-stotteperioden-for-android-og/,patch-level check overlaps broader support-period lookup,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
nb-NO,safe mode / safe mode versus reset,70,https://runcheckapp.com/nb/artikler/ytelse/slik-starter-du-android-i-sikker-modus-og-nar-du-bor-bruke-den/,130,https://runcheckapp.com/nb/artikler/programvare/sikker-modus-eller-tilbakestilling-til-fabrikkinnstillinger-hva-bor-du-prove-forst/,single-tool guide overlaps comparison/decision intent,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
nb-NO,diagnostic codes / Xiaomi CIT,112,https://runcheckapp.com/nb/artikler/maskinvare/diagnostikkoder-for-android-komplett-liste-etter-produsent/,159,https://runcheckapp.com/nb/artikler/merkeguider/xiaomi-cit-menyen-skjulte-maskinvaretester-for-xiaomi-redmi-og-poco/,general manufacturer-code list overlaps Xiaomi-specific menu intent,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
da-DK,overall phone condition / full diagnostic,1,https://runcheckapp.com/da/artikler/enhedstilstand/tilstandstjek-af-en-android-telefon-sadan-ser-du-om-den-er-i-god-stand/,7,https://runcheckapp.com/da/artikler/enhedstilstand/sadan-korer-du-en-komplet-diagnosticering-pa-en-android-telefon/,overall condition check overlaps a full diagnostic workflow,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
da-DK,used phone condition / buying checklist,2,https://runcheckapp.com/da/artikler/kob-og-salg/sadan-kontrollerer-du-om-en-brugt-android-telefon-er-i-god-stand/,6,https://runcheckapp.com/da/artikler/kob-og-salg/det-skal-du-tjekke-for-du-kober-en-brugt-android-telefon/,both answer pre-purchase condition checks; one should remain condition-led and the other checklist-led,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
da-DK,battery health / battery percentage,11,https://runcheckapp.com/da/artikler/batteri/sadan-tjekker-du-batteritilstanden-pa-android-og-opdager-et-defekt-batteri/,13,https://runcheckapp.com/da/artikler/batteri/hvad-betyder-procenten-for-batteritilstand-egentlig/,battery health and percentage meaning can share broad queries but have different explanatory intent,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
da-DK,fast battery drain / hidden drain,21,https://runcheckapp.com/da/artikler/batteri/hvorfor-din-telefons-batteri-aflades-sa-hurtigt-en-praktisk-diagnoseguide-til-android/,25,https://runcheckapp.com/da/artikler/batteri/sadan-finder-du-skjult-batteriafladning-pa-android/,broad drain diagnosis overlaps a narrower hidden-drain method,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
da-DK,slow charging / will not charge,47,https://runcheckapp.com/da/artikler/opladning/hvorfor-oplader-min-telefon-langsomt-arsager-og-losninger/,48,https://runcheckapp.com/da/artikler/opladning/telefonen-vil-ikke-lade-op-sadan-finder-du-opladningsfejlen/,charging speed and complete charging failure are adjacent but distinct problems,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
da-DK,overheating / thermal throttling,53,https://runcheckapp.com/da/artikler/varme/hvorfor-din-android-telefon-bliver-overophedet-og-hvordan-du-kontrollerer-temperaturen/,56,https://runcheckapp.com/da/artikler/varme/hvad-er-termisk-begraensning-og-hvordan-pavirker-det-din-telefon/,heat symptom overlaps the performance-protection mechanism,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
da-DK,slow Android phone / speed up old phone,64,https://runcheckapp.com/da/artikler/ydeevne/hvorfor-din-android-telefon-er-langsom-sadan-finder-og-loser-du-det-egentlige-problem/,65,https://runcheckapp.com/da/artikler/ydeevne/sadan-gor-du-en-gammel-android-telefon-hurtigere/,diagnosis and improvement intents may share slow-phone queries,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
da-DK,free storage / false full warning,79,https://runcheckapp.com/da/artikler/lagerplads/sadan-frigor-du-lagerplads-pa-android-uden-at-miste-noget/,87,https://runcheckapp.com/da/artikler/lagerplads/derfor-siger-telefonen-at-lagerpladsen-er-fuld-selv-om-den-ikke-er-det/,general cleanup overlaps the false-full error intent,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
da-DK,Wi-Fi signal / Wi-Fi troubleshooting,90,https://runcheckapp.com/da/artikler/netvaerk/sadan-tjekker-du-wi-fi-signalstyrken-pa-android/,96,https://runcheckapp.com/da/artikler/netvaerk/sadan-loser-du-problemer-med-wi-fi-forbindelsen-pa-android/,measurement intent overlaps repair intent,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
da-DK,slow phone internet / slow mobile data,91,https://runcheckapp.com/da/artikler/netvaerk/hvorfor-er-internettet-pa-min-telefon-sa-langsomt/,97,https://runcheckapp.com/da/artikler/netvaerk/hvorfor-er-mobildata-langsomt-selv-med-godt-signal/,broad connection diagnosis overlaps mobile-data-only intent,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
da-DK,hardware test / diagnostic apps,104,https://runcheckapp.com/da/artikler/hardware/sadan-tester-du-hardwaren-i-en-android-telefon-komplet-diagnoseguide-2026/,138,https://runcheckapp.com/da/artikler/enhedstilstand/sammenligning-af-de-bedste-diagnoseapps-til-android-2026/,how-to test workflow overlaps commercial comparison of tools,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
da-DK,updates stopped / support lifecycle,121,https://runcheckapp.com/da/artikler/software/hvad-sker-der-nar-android-ikke-laengere-far-opdateringer/,123,https://runcheckapp.com/da/artikler/software/far-min-telefon-stadig-support-sadan-tjekker-du-androids-opdaterings-og-sikkerhedsperiode/,end-of-updates explainer overlaps model support-status lookup,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
da-DK,security patch / support lifecycle,122,https://runcheckapp.com/da/artikler/software/sadan-tjekker-du-androids-sikkerhedsopdateringer/,123,https://runcheckapp.com/da/artikler/software/far-min-telefon-stadig-support-sadan-tjekker-du-androids-opdaterings-og-sikkerhedsperiode/,patch-level check overlaps broader support-period lookup,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
da-DK,safe mode / safe mode versus reset,70,https://runcheckapp.com/da/artikler/ydeevne/sadan-starter-du-android-i-sikker-tilstand-og-hvornar-du-bor-bruge-den/,130,https://runcheckapp.com/da/artikler/software/sikker-tilstand-eller-nulstilling-til-fabriksindstillinger-hvad-bor-du-prove-forst/,single-tool guide overlaps comparison/decision intent,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
da-DK,diagnostic codes / Xiaomi CIT,112,https://runcheckapp.com/da/artikler/hardware/android-diagnosekoder-komplet-liste-efter-producent/,159,https://runcheckapp.com/da/artikler/maerkeguides/xiaomi-cit-menuen-skjulte-hardwaretests-til-xiaomi-redmi-og-poco/,general manufacturer-code list overlaps Xiaomi-specific menu intent,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
de-DE,overall phone condition / full diagnostic,1,https://runcheckapp.com/de/artikel/geratezustand/android-geratezustand-prufen-so-findest-du-heraus-ob-dein-smartphone-in-gutem-zustand-ist/,7,https://runcheckapp.com/de/artikel/geratezustand/so-fuhrst-du-eine-vollstandige-diagnose-auf-einem-android-smartphone-durch/,overall condition check overlaps a full diagnostic workflow,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
de-DE,used phone condition / buying checklist,2,https://runcheckapp.com/de/artikel/kaufen-und-verkaufen/so-prufst-du-ob-ein-gebrauchtes-android-smartphone-in-gutem-zustand-ist/,6,https://runcheckapp.com/de/artikel/kaufen-und-verkaufen/was-du-vor-dem-kauf-eines-gebrauchten-android-smartphones-prufen-solltest/,both answer pre-purchase condition checks; one should remain condition-led and the other checklist-led,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
de-DE,battery health / battery percentage,11,https://runcheckapp.com/de/artikel/akku/so-prufst-du-den-akkuzustand-unter-android-und-erkennst-einen-defekten-akku/,13,https://runcheckapp.com/de/artikel/akku/was-bedeutet-der-prozentwert-des-akkuzustands-wirklich/,battery health and percentage meaning can share broad queries but have different explanatory intent,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
de-DE,fast battery drain / hidden drain,21,https://runcheckapp.com/de/artikel/akku/warum-sich-der-akku-deines-smartphones-so-schnell-entladt-eine-praktische-android-diagnose/,25,https://runcheckapp.com/de/artikel/akku/so-findest-du-versteckten-akkuverbrauch-auf-android/,broad drain diagnosis overlaps a narrower hidden-drain method,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
de-DE,slow charging / will not charge,47,https://runcheckapp.com/de/artikel/laden/warum-ladt-mein-smartphone-so-langsam-ursachen-und-losungen/,48,https://runcheckapp.com/de/artikel/laden/smartphone-ladt-nicht-so-findest-du-die-ursache/,charging speed and complete charging failure are adjacent but distinct problems,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
de-DE,overheating / thermal throttling,53,https://runcheckapp.com/de/artikel/temperatur/warum-dein-android-smartphone-uberhitzt-und-wie-du-seine-temperatur-prufst/,56,https://runcheckapp.com/de/artikel/temperatur/was-ist-thermische-drosselung-und-wie-wirkt-sie-sich-auf-dein-smartphone-aus/,heat symptom overlaps the performance-protection mechanism,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
de-DE,slow Android phone / speed up old phone,64,https://runcheckapp.com/de/artikel/leistung/warum-dein-android-smartphone-langsam-ist-so-findest-und-behebst-du-die-eigentliche/,65,https://runcheckapp.com/de/artikel/leistung/so-beschleunigst-du-ein-altes-android-smartphone/,diagnosis and improvement intents may share slow-phone queries,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
de-DE,free storage / false full warning,79,https://runcheckapp.com/de/artikel/speicher/so-gibst-du-unter-android-speicherplatz-frei-ohne-wichtiges-zu-verlieren/,87,https://runcheckapp.com/de/artikel/speicher/warum-dein-smartphone-vollen-speicher-meldet-obwohl-noch-platz-frei-zu-sein-scheint/,general cleanup overlaps the false-full error intent,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
de-DE,Wi-Fi signal / Wi-Fi troubleshooting,90,https://runcheckapp.com/de/artikel/netzwerk/so-prufst-du-die-wifi-signalstarke-auf-android/,96,https://runcheckapp.com/de/artikel/netzwerk/so-behebst-du-wlan-verbindungsprobleme-unter-android/,measurement intent overlaps repair intent,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
de-DE,slow phone internet / slow mobile data,91,https://runcheckapp.com/de/artikel/netzwerk/warum-ist-das-internet-auf-meinem-smartphone-so-langsam/,97,https://runcheckapp.com/de/artikel/netzwerk/warum-sind-mobile-daten-trotz-gutem-empfang-langsam/,broad connection diagnosis overlaps mobile-data-only intent,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
de-DE,hardware test / diagnostic apps,104,https://runcheckapp.com/de/artikel/hardware/android-hardware-testen-vollstandiger-diagnoseleitfaden-2026/,138,https://runcheckapp.com/de/artikel/geratezustand/die-besten-android-diagnose-apps-im-vergleich-2026/,how-to test workflow overlaps commercial comparison of tools,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
de-DE,updates stopped / support lifecycle,121,https://runcheckapp.com/de/artikel/software/was-passiert-wenn-android-keine-updates-mehr-erhalt/,123,https://runcheckapp.com/de/artikel/software/wird-mein-smartphone-noch-unterstutzt-so-prufst-du-den-android-und-sicherheits-support/,end-of-updates explainer overlaps model support-status lookup,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
de-DE,security patch / support lifecycle,122,https://runcheckapp.com/de/artikel/software/so-prufst-du-android-sicherheitspatches/,123,https://runcheckapp.com/de/artikel/software/wird-mein-smartphone-noch-unterstutzt-so-prufst-du-den-android-und-sicherheits-support/,patch-level check overlaps broader support-period lookup,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
de-DE,safe mode / safe mode versus reset,70,https://runcheckapp.com/de/artikel/leistung/so-startest-du-android-im-abgesicherten-modus-und-dafur-ist-er-gedacht/,130,https://runcheckapp.com/de/artikel/software/abgesicherter-modus-oder-werkseinstellungen-was-solltest-du-zuerst-versuchen/,single-tool guide overlaps comparison/decision intent,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
de-DE,diagnostic codes / Xiaomi CIT,112,https://runcheckapp.com/de/artikel/hardware/android-diagnosecodes-vollstandige-liste-nach-hersteller/,159,https://runcheckapp.com/de/artikel/markenratgeber/xiaomi-cit-menu-versteckte-hardwaretests-fur-xiaomi-redmi-und-poco/,general manufacturer-code list overlaps Xiaomi-specific menu intent,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
fr-FR,overall phone condition / full diagnostic,1,https://runcheckapp.com/fr/articles/etat-de-l-appareil/diagnostic-de-l-etat-d-un-appareil-android-comment-verifier-si-votre-telephone-est-en-bon/,7,https://runcheckapp.com/fr/articles/etat-de-l-appareil/comment-effectuer-un-diagnostic-complet-sur-un-smartphone-android/,overall condition check overlaps a full diagnostic workflow,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
fr-FR,used phone condition / buying checklist,2,https://runcheckapp.com/fr/articles/achat-et-revente/comment-verifier-qu-un-smartphone-android-d-occasion-est-en-bon-etat/,6,https://runcheckapp.com/fr/articles/achat-et-revente/que-verifier-avant-d-acheter-un-smartphone-android-d-occasion/,both answer pre-purchase condition checks; one should remain condition-led and the other checklist-led,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
fr-FR,battery health / battery percentage,11,https://runcheckapp.com/fr/articles/batterie/comment-verifier-l-etat-de-la-batterie-sur-android-et-reperer-une-batterie-defaillante/,13,https://runcheckapp.com/fr/articles/batterie/que-signifie-vraiment-le-pourcentage-d-etat-de-la-batterie/,battery health and percentage meaning can share broad queries but have different explanatory intent,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
fr-FR,fast battery drain / hidden drain,21,https://runcheckapp.com/fr/articles/batterie/pourquoi-la-batterie-de-votre-telephone-se-decharge-si-vite-guide-pratique-de-diagnostic/,25,https://runcheckapp.com/fr/articles/batterie/comment-trouver-une-consommation-de-batterie-cachee-sur-android/,broad drain diagnosis overlaps a narrower hidden-drain method,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
fr-FR,slow charging / will not charge,47,https://runcheckapp.com/fr/articles/recharge/pourquoi-mon-telephone-se-recharge-t-il-lentement-causes-et-solutions/,48,https://runcheckapp.com/fr/articles/recharge/le-telephone-ne-se-recharge-pas-comment-diagnostiquer-le-probleme/,charging speed and complete charging failure are adjacent but distinct problems,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
fr-FR,overheating / thermal throttling,53,https://runcheckapp.com/fr/articles/temperature/pourquoi-votre-telephone-android-surchauffe-et-comment-verifier-sa-temperature/,56,https://runcheckapp.com/fr/articles/temperature/qu-est-ce-que-le-bridage-thermique-et-quel-effet-a-t-il-sur-votre-telephone/,heat symptom overlaps the performance-protection mechanism,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
fr-FR,slow Android phone / speed up old phone,64,https://runcheckapp.com/fr/articles/performances/pourquoi-votre-telephone-android-est-lent-trouver-et-corriger-la-vraie-cause/,65,https://runcheckapp.com/fr/articles/performances/comment-accelerer-un-ancien-telephone-android/,diagnosis and improvement intents may share slow-phone queries,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
fr-FR,free storage / false full warning,79,https://runcheckapp.com/fr/articles/stockage/comment-liberer-du-stockage-sur-android-sans-rien-perdre/,87,https://runcheckapp.com/fr/articles/stockage/pourquoi-votre-telephone-indique-que-le-stockage-est-plein-alors-qu-il-ne-l-est-pas/,general cleanup overlaps the false-full error intent,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
