sourceNumber,locale,published_url,topic_cluster,current_title,current_H1,current_meta_title,current_description,current_primary_term,recommended_primary_term,secondary_terms,search_intent,verdict,suggested_meta_title,suggested_meta_description,suggested_H1,suggested_intro_change,suggested_H2_changes,evidence,confidence,manual_review_required
7,da-DK,https://runcheckapp.com/da/artikler/enhedstilstand/sadan-korer-du-en-komplet-diagnosticering-pa-en-android-telefon/,Diagnostiikkasovellukset,Sådan kører du en komplet diagnosticering på en Android-telefon,Sådan kører du en komplet diagnosticering på en Android-telefon,,"Android har ikke én enkelt knap, der kontrollerer hele telefonen på én gang. Værktøjerne findes, men de er spredt ud over menuer i Indstillinger, skjulte opkaldskoder, producentapps og systemkommandoer, som de fleste aldrig ser. Denne vejledning samler dem i én gennemgang, der dækker så mange telefoner som muligt, og gør samtidig opmærksom på forskelle mellem producenter, operatører og Android-versioner.",diagnoseapp til Android,diagnoseapp til Android,opdateringer; sikkerhed; software,Commercial investigation/informational: compare diagnostic tools,PASS,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. No GSC data. Query: Danmark Android telefon overophedet termisk begrænsning hardwaretest diagnoseapp (da-DK/Denmark, 2026-07-15). Results were sparse; official Pixel uses temperatur/termiske diagnosticeringssignaler, supporting explanation-first terminology. https://support.google.com/pixelphone/answer/15679416?hl=da",MEDIUM,FALSE
7,de-DE,https://runcheckapp.com/de/artikel/geratezustand/so-fuhrst-du-eine-vollstandige-diagnose-auf-einem-android-smartphone-durch/,Diagnostiikkasovellukset,So führst du eine vollständige Diagnose auf einem Android-Smartphone durch,So führst du eine vollständige Diagnose auf einem Android-Smartphone durch,,"Android hat keine einzelne Schaltfläche, die auf einmal eine vollständige Diagnose ausführt. Die Werkzeuge sind vorhanden, aber über Einstellungsmenüs, versteckte Telefoncodes, Hersteller-Apps und Systembefehle verteilt, die die meisten Menschen nie sehen. Diese Anleitung führt sie in einem Ablauf zusammen, der möglichst viele Smartphones abdeckt und zugleich deutlich macht, wo Unterschiede durch Hersteller, Mobilfunkanbieter und Android-Version bestehen bleiben.",Android-Diagnose-App,Android-Diagnose-App,updates; sicherheit; software,Commercial investigation/informational: compare diagnostic tools,PASS,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. No GSC data. Query: Deutschland Android Smartphone überhitzt thermische Drosselung Hardware testen Diagnose-App (de-DE/Germany, 2026-07-15). Official Pixel uses Überhitzung/thermische Diagnose; the technical term thermische Drosselung remains precise. https://support.google.com/pixelphone/answer/15679416?hl=de",MEDIUM,FALSE
7,fr-FR,https://runcheckapp.com/fr/articles/etat-de-l-appareil/comment-effectuer-un-diagnostic-complet-sur-un-smartphone-android/,Diagnostiikkasovellukset,Comment effectuer un diagnostic complet sur un smartphone Android,Comment effectuer un diagnostic complet sur un smartphone Android,,"Android ne propose pas un bouton unique capable de tout vérifier d’un coup. Les outils existent, mais ils sont répartis entre les paramètres, des codes secrets à composer, les applications des fabricants et des commandes système que la plupart des utilisateurs ne voient jamais. Ce guide les réunit dans une seule procédure, applicable au plus grand nombre de téléphones possible, tout en signalant les différences liées au fabricant, à l’opérateur et à la version d’Android.",application de diagnostic Android,application de diagnostic Android,mises a jour; securite; logiciel,Commercial investigation/informational: compare diagnostic tools,PASS,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. No GSC data. Query: France Android téléphone surchauffe bridage thermique test matériel application diagnostic (fr-FR/France, 2026-07-15). Editorial/app titles repeat surchauffe and bridage thermique; official/local manufacturer pages use diagnostic. https://www.frandroid.com/produits-android/smartphone/2853559_votre-smartphone-rame-subitement-en-jeu-on-vous-explique-le-throttling-et-pourquoi-ce-nest-pas-toujours-une-mauvaise-nouvelle",MEDIUM,FALSE
7,es-ES,https://runcheckapp.com/es/articulos/estado-del-dispositivo/como-realizar-un-diagnostico-completo-en-un-movil-android/,Diagnostiikkasovellukset,Cómo realizar un diagnóstico completo en un móvil Android,Cómo realizar un diagnóstico completo en un móvil Android,,"Android no tiene un único botón de ""ejecutar diagnóstico"" que lo compruebe todo de una vez. Las herramientas existen, pero están repartidas entre los menús de Ajustes, códigos ocultos del marcador, aplicaciones del fabricante y comandos del sistema que la mayoría de la gente nunca llega a ver. Esta guía las reúne en un solo recorrido que abarca el mayor número posible de móviles, sin ocultar las diferencias entre fabricantes, operadoras y versiones de Android.",aplicación de diagnóstico para Android,aplicación de diagnóstico para Android,actualizaciones; seguridad; software,Commercial investigation/informational: compare diagnostic tools,PASS,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. No GSC data. Query: España Android móvil se sobrecalienta limitación térmica probar hardware aplicación diagnóstico (es-ES/Spain, 2026-07-15). Official Xiaomi/Pixel use se sobrecalienta, temperatura and diagnóstico térmico. https://www.mi.com/es/support/faq/details/KA-07984/; https://support.google.com/pixelphone/answer/15679416?hl=es",MEDIUM,FALSE
11,en,https://runcheckapp.com/articles/battery/how-to-check-battery-health-on-android/,Akun kunto,How to check battery health on Android and detect a failing battery,How to check battery health on Android and detect a failing battery,,"A failing phone battery rarely announces itself with a dramatic shutdown. The signs creep in gradually: shorter screen-on time, an unexpected restart, the phone feeling warm during light use. Rapid charge loss, shutting down with 20% or more remaining, longer charging times, persistent warmth during routine tasks, visible swelling of the back panel. Any combination of these points to a degrading battery.",battery health,battery health,battery; health; diagnostics,Informational/problem-solving: assess degradation and replacement need,PASS,KEEP,KEEP,KEEP,KEEP,KEEP,English source baseline. Grammar/region/technical intent are the source of truth for localization. No GSC data was available; no English keyword rewrite proposed.,HIGH,FALSE
11,fi-FI,https://runcheckapp.com/fi/artikkelit/akku/nain-tarkistat-android-puhelimen-akun-kunnon-ja-tunnistat-viallisen-akun/,Akun kunto,Näin tarkistat Android-puhelimen akun kunnon ja tunnistat viallisen akun,Näin tarkistat Android-puhelimen akun kunnon ja tunnistat viallisen akun,Android-puhelimen akun kunnon tarkistus,"Heikkenevä puhelimen akku ei yleensä ilmoita itsestään dramaattisella sammumisella. Oireet hiipivät esiin vähitellen: näyttöaika lyhenee, puhelin käynnistyy odottamatta uudelleen tai tuntuu lämpimältä kevyessä käytössä. Muita merkkejä ovat nopeasti hupeneva varaus, sammuminen, vaikka varausta on jäljellä vähintään 20 %, aiempaa pidempi latausaika, jatkuva lämpeneminen tavallisissa tehtävissä ja näkyvästi pullistunut takakansi. Jo muutaman oireen yhdistelmä viittaa akun kulumiseen.",akun kunto,akun kunto,akku; kunto; diagnostiikka,Informational/problem-solving: assess degradation and replacement need,PASS,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. No GSC data. Query: ""akun kunto"" Android ""akku tyhjenee nopeasti"" (fi-FI/Finland, 2026-07-15). Titles/results used akun kunto, akku tyhjenee nopeasti and lataus; official Pixel and local Back Market result. https://support.google.com/pixelphone/answer/15738128?hl=fi; https://help.backmarket.com/hc/fi/articles/5659759777692-Miksi-laitteeni-akku-tyhjenee-niin-nopeasti",HIGH,FALSE
11,sv-SE,https://runcheckapp.com/sv/artiklar/batteri/sa-kontrollerar-du-batterihalsan-pa-android-och-upptacker-ett-utslitet-batteri/,Akun kunto,Så kontrollerar du batterihälsan på Android och upptäcker ett utslitet batteri,Så kontrollerar du batterihälsan på Android och upptäcker ett utslitet batteri,,"Ett dåligt mobilbatteri gör sällan entré med en dramatisk avstängning. Tecknen kommer smygande: kortare skärmtid, en oväntad omstart eller att telefonen känns varm vid lätt användning. Snabb urladdning, avstängning trots 20 % eller mer kvar, längre laddningstid, ihållande värme under vanliga uppgifter eller en bakpanel som börjar bukta. Flera av dessa tecken tillsammans tyder på att batteriet håller på att försämras.",batterihälsa,batterihälsa,batteri; hälsa; diagnostik,Informational/problem-solving: assess degradation and replacement need,PASS,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. No GSC data. Query: ""batterihälsa"" Android ""batteriet laddas ur snabbt"" Sverige (sv-SE/Sweden, 2026-07-15). Official Pixel uses Batterihälsa; Samsung uses Batteristatus for its status result. https://support.google.com/pixelphone/answer/15738128?hl=sv; https://www.samsung.com/se/support/mobile-devices/how-to-check-the-battery-status-on-your-samsung-galaxy-phone/",HIGH,FALSE
11,nb-NO,https://runcheckapp.com/nb/artikler/batteri/slik-sjekker-du-batterihelsen-pa-android-og-oppdager-et-batteri-som-svikter/,Akun kunto,Slik sjekker du batterihelsen på Android og oppdager et batteri som svikter,Slik sjekker du batterihelsen på Android og oppdager et batteri som svikter,,"Et telefonbatteri som er i ferd med å svikte, varsler sjelden med en dramatisk avslåing. Tegnene kommer gradvis: kortere skjermtid, en uventet omstart eller en telefon som blir varm ved lett bruk. Raskt batterifall, avslåing med 20 % eller mer igjen, lengre ladetid, vedvarende varme under vanlige oppgaver, synlig hevelse i bakdekselet. En kombinasjon av disse tegnene tyder på at batteriet er svekket.",batterihelse,batterihelse,batteri; helse; diagnostikk,Informational/problem-solving: assess degradation and replacement need,PASS,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. No GSC data. Query: Norge Android ""batterihelse"" ""telefonen lader ikke"" ""batteriet tømmes raskt"" (nb-NO/Norway, 2026-07-15). Official Pixel UI uses Batteritilstand, while the editorial profile and general prose use batterihelse. https://support.google.com/pixelphone/answer/15738128?hl=no; https://www.samsung.com/no/support/mobile-devices/how-to-check-the-battery-status-on-your-samsung-galaxy-phone/",HIGH,FALSE
11,da-DK,https://runcheckapp.com/da/artikler/batteri/sadan-tjekker-du-batteritilstanden-pa-android-og-opdager-et-defekt-batteri/,Akun kunto,Sådan tjekker du batteritilstanden på Android og opdager et defekt batteri,Sådan tjekker du batteritilstanden på Android og opdager et defekt batteri,,"Et telefonbatteri, der er ved at svigte, annoncerer sjældent problemet med en dramatisk nedlukning. Tegnene kommer gradvist: kortere skærmtid, en uventet genstart eller en telefon, der bliver varm ved let brug. Hurtigt faldende batteriniveau, nedlukning med 20 % eller mere tilbage, længere opladningstid, vedvarende varme under almindelige opgaver og en synligt opsvulmet bagside. En kombination af disse tegn peger på et batteri, der er ved at blive slidt.",batteritilstand,batteritilstand,batteri; tilstand; diagnostik,Informational/problem-solving: assess degradation and replacement need,PASS,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. No GSC data. Query: Danmark Android batteritilstand ""telefonen lader ikke"" ""batteriet aflades hurtigt"" (da-DK/Denmark, 2026-07-15). Official Pixel/Samsung use Batteritilstand and battery-status wording. https://support.google.com/pixelphone/answer/15738128?hl=da; https://www.samsung.com/dk/support/mobile-devices/how-to-check-the-battery-status-on-your-samsung-galaxy-phone/",HIGH,FALSE
11,de-DE,https://runcheckapp.com/de/artikel/akku/so-prufst-du-den-akkuzustand-unter-android-und-erkennst-einen-defekten-akku/,Akun kunto,So prüfst du den Akkuzustand unter Android und erkennst einen defekten Akku,So prüfst du den Akkuzustand unter Android und erkennst einen defekten Akku,,"Ein schwächelnder Smartphone-Akku kündigt sich selten mit einem spektakulären Totalausfall an. Die Anzeichen schleichen sich ein: kürzere Displaylaufzeit, ein unerwarteter Neustart oder ein Gerät, das schon bei leichter Nutzung warm wird. Schneller Ladungsverlust, Abschalten bei noch 20 % oder mehr, längere Ladezeiten, anhaltende Wärme bei alltäglichen Aufgaben oder eine sichtbar gewölbte Rückseite. Jede Kombination dieser Symptome deutet auf einen alternden Akku hin.",Akkuzustand,Akkuzustand,akku; zustand; diagnose,Informational/problem-solving: assess degradation and replacement need,PASS,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. No GSC data. Query: Deutschland Android Akkuzustand ""Smartphone lädt nicht"" ""Akku entlädt sich schnell"" (de-DE/Germany, 2026-07-15). Official Pixel/Samsung titles use Akkuzustand, Smartphone lädt nicht and Akku entlädt sich schneller. https://support.google.com/pixelphone/answer/15738128?hl=de; https://www.samsung.com/de/support/mobile-devices/so-uberprufst-du-den-akkustatus-deines-samsung-galaxy-smartphones/",HIGH,FALSE
11,fr-FR,https://runcheckapp.com/fr/articles/batterie/comment-verifier-l-etat-de-la-batterie-sur-android-et-reperer-une-batterie-defaillante/,Akun kunto,Comment vérifier l'état de la batterie sur Android et repérer une batterie défaillante,Comment vérifier l'état de la batterie sur Android et repérer une batterie défaillante,,"Une batterie de téléphone en fin de vie ne s'annonce pas toujours par un arrêt spectaculaire. Les signes apparaissent souvent peu à peu : autonomie réduite lorsque l'écran est allumé, redémarrage inattendu, téléphone tiède pendant une utilisation légère. Une décharge rapide, un arrêt alors qu'il reste 20 % ou plus, une recharge plus lente, une chaleur persistante pendant des tâches ordinaires ou une coque arrière qui se soulève peuvent aussi indiquer une batterie qui se dégrade.",état de la batterie,état de la batterie,batterie; etat; diagnostic,Informational/problem-solving: assess degradation and replacement need,PASS,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. No GSC data. Query: France Android ""état de la batterie"" ""téléphone ne charge pas"" ""batterie se décharge vite"" (fr-FR/France, 2026-07-15). Official Pixel/Samsung use état de la batterie and se décharge rapidement. https://support.google.com/pixelphone/answer/15738128?hl=fr; https://www.samsung.com/fr/support/mobile-devices/how-to-check-repair-or-replace-a-samsung-galaxy-device-battery/",HIGH,FALSE
11,es-ES,https://runcheckapp.com/es/articulos/bateria/como-comprobar-el-estado-de-la-bateria-en-android-y-detectar-una-bateria-deteriorada/,Akun kunto,Cómo comprobar el estado de la batería en Android y detectar una batería deteriorada,Cómo comprobar el estado de la batería en Android y detectar una batería deteriorada,,"Una batería que empieza a fallar rara vez se anuncia con un apagado espectacular. Las señales suelen aparecer poco a poco: menos tiempo de pantalla encendida, un reinicio inesperado o el móvil templado durante un uso ligero. Descarga rápida, apagados cuando todavía queda un 20 % o más, cargas cada vez más lentas, calor persistente durante tareas normales o una tapa trasera visiblemente abombada. Cualquier combinación de estos síntomas apunta a una batería degradada.",estado de la batería,estado de la batería,bateria; estado; diagnostico,Informational/problem-solving: assess degradation and replacement need,MINOR,Cómo comprobar el estado de la batería en Android,Aprende a comprobar el estado y la capacidad de la batería en Android y a reconocer las señales de una batería deteriorada.,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. A measured CTR claim is not possible; the meta suggestion is editorial only. No GSC data. Query: España Android ""estado de la batería"" ""móvil no carga"" ""batería se agota rápido"" (es-ES/Spain, 2026-07-15). Official Pixel/Samsung use estado de la batería, no carga and se agota rápidamente. https://support.google.com/pixelphone/answer/15738128?hl=es; https://www.samsung.com/es/support/mobile-devices/how-to-check-repair-or-replace-a-samsung-galaxy-device-battery/",HIGH,TRUE
21,en,https://runcheckapp.com/articles/battery/why-phone-battery-drains-fast/,Nopeasti tyhjenevä akku,Why your phone battery drains so fast: a practical Android diagnostic guide,Why your phone battery drains so fast: a practical Android diagnostic guide,Why your phone battery drains fast,"Fast battery drain has a cause. It may be a boring one, like screen brightness or poor signal, but it isn't random.",battery drains fast,battery drains fast,battery; drain; troubleshooting; performance,Problem-solving: identify abnormal drain and its cause,PASS,KEEP,KEEP,KEEP,KEEP,KEEP,English source baseline. Grammar/region/technical intent are the source of truth for localization. No GSC data was available; no English keyword rewrite proposed.,HIGH,FALSE
21,fi-FI,https://runcheckapp.com/fi/artikkelit/akku/miksi-puhelimen-akku-tyhjenee-niin-nopeasti-kaytannon-android-vianmaaritysopas/,Nopeasti tyhjenevä akku,Miksi puhelimen akku tyhjenee niin nopeasti: käytännön Android-vianmääritysopas,Miksi puhelimen akku tyhjenee niin nopeasti: käytännön Android-vianmääritysopas,Miksi puhelimen akku tyhjenee nopeasti?,"Akun nopealle tyhjenemiselle on aina jokin syy. Se voi olla niinkin arkinen kuin suuri näytön kirkkaus tai heikko signaali, mutta kulutus ei ole sattumanvaraista.",akku tyhjenee nopeasti,akku tyhjenee nopeasti,akku; virrankulutus; vianetsintä; suorituskyky,Problem-solving: identify abnormal drain and its cause,PASS,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. No GSC data. Query: ""akun kunto"" Android ""akku tyhjenee nopeasti"" (fi-FI/Finland, 2026-07-15). Titles/results used akun kunto, akku tyhjenee nopeasti and lataus; official Pixel and local Back Market result. https://support.google.com/pixelphone/answer/15738128?hl=fi; https://help.backmarket.com/hc/fi/articles/5659759777692-Miksi-laitteeni-akku-tyhjenee-niin-nopeasti",MEDIUM,FALSE
21,sv-SE,https://runcheckapp.com/sv/artiklar/batteri/varfor-telefonens-batteri-tar-slut-sa-snabbt-en-praktisk-felsokningsguide-for-android/,Nopeasti tyhjenevä akku,Varför telefonens batteri tar slut så snabbt: en praktisk felsökningsguide för Android,Varför telefonens batteri tar slut så snabbt: en praktisk felsökningsguide för Android,,"Snabb batteriurladdning har en orsak. Det kan vara något ganska odramatiskt, som hög skärmljusstyrka eller svag signal, men det är inte slumpmässigt.",batteriet laddas ur snabbt,batteriet laddas ur snabbt,batteri; batteriförbrukning; felsökning; prestanda,Problem-solving: identify abnormal drain and its cause,PASS,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. No GSC data. Query: ""batterihälsa"" Android ""batteriet laddas ur snabbt"" Sverige (sv-SE/Sweden, 2026-07-15). Official Pixel uses Batterihälsa; Samsung uses Batteristatus for its status result. https://support.google.com/pixelphone/answer/15738128?hl=sv; https://www.samsung.com/se/support/mobile-devices/how-to-check-the-battery-status-on-your-samsung-galaxy-phone/",MEDIUM,FALSE
21,nb-NO,https://runcheckapp.com/nb/artikler/batteri/hvorfor-telefonbatteriet-tommes-sa-raskt-en-praktisk-diagnoseguide-for-android/,Nopeasti tyhjenevä akku,Hvorfor telefonbatteriet tømmes så raskt: en praktisk diagnoseguide for Android,Hvorfor telefonbatteriet tømmes så raskt: en praktisk diagnoseguide for Android,,"Rask batteritømming har en årsak. Den kan være ganske kjedelig, som høy skjermlysstyrke eller svakt signal, men den er ikke tilfeldig.",batteriet tømmes raskt,batteriet tømmes raskt,batteri; strømforbruk; feilsøking; ytelse,Problem-solving: identify abnormal drain and its cause,PASS,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. No GSC data. Query: Norge Android ""batterihelse"" ""telefonen lader ikke"" ""batteriet tømmes raskt"" (nb-NO/Norway, 2026-07-15). Official Pixel UI uses Batteritilstand, while the editorial profile and general prose use batterihelse. https://support.google.com/pixelphone/answer/15738128?hl=no; https://www.samsung.com/no/support/mobile-devices/how-to-check-the-battery-status-on-your-samsung-galaxy-phone/",MEDIUM,FALSE
21,da-DK,https://runcheckapp.com/da/artikler/batteri/hvorfor-din-telefons-batteri-aflades-sa-hurtigt-en-praktisk-diagnoseguide-til-android/,Nopeasti tyhjenevä akku,Hvorfor din telefons batteri aflades så hurtigt: en praktisk diagnoseguide til Android,Hvorfor din telefons batteri aflades så hurtigt: en praktisk diagnoseguide til Android,,"Hurtig batteriafladning har en årsag. Det kan være noget kedeligt som høj lysstyrke eller dårligt signal, men det er ikke tilfældigt.",batteriet aflades hurtigt,batteriet aflades hurtigt,batteri; strømforbrug; fejlfinding; ydeevne,Problem-solving: identify abnormal drain and its cause,PASS,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. No GSC data. Query: Danmark Android batteritilstand ""telefonen lader ikke"" ""batteriet aflades hurtigt"" (da-DK/Denmark, 2026-07-15). Official Pixel/Samsung use Batteritilstand and battery-status wording. https://support.google.com/pixelphone/answer/15738128?hl=da; https://www.samsung.com/dk/support/mobile-devices/how-to-check-the-battery-status-on-your-samsung-galaxy-phone/",MEDIUM,FALSE
21,de-DE,https://runcheckapp.com/de/artikel/akku/warum-sich-der-akku-deines-smartphones-so-schnell-entladt-eine-praktische-android-diagnose/,Nopeasti tyhjenevä akku,Warum sich der Akku deines Smartphones so schnell entlädt: eine praktische Android-Diagnose,Warum sich der Akku deines Smartphones so schnell entlädt: eine praktische Android-Diagnose,,"Ein schnell leerer Akku hat eine Ursache. Manchmal ist sie ziemlich banal, etwa eine hohe Displayhelligkeit oder schlechter Empfang. Zufällig passiert es aber nicht.",Akku entlädt sich schnell,Akku entlädt sich schnell,akku; akkuverbrauch; fehlerbehebung; leistung,Problem-solving: identify abnormal drain and its cause,PASS,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. No GSC data. Query: Deutschland Android Akkuzustand ""Smartphone lädt nicht"" ""Akku entlädt sich schnell"" (de-DE/Germany, 2026-07-15). Official Pixel/Samsung titles use Akkuzustand, Smartphone lädt nicht and Akku entlädt sich schneller. https://support.google.com/pixelphone/answer/15738128?hl=de; https://www.samsung.com/de/support/mobile-devices/so-uberprufst-du-den-akkustatus-deines-samsung-galaxy-smartphones/",MEDIUM,FALSE
21,fr-FR,https://runcheckapp.com/fr/articles/batterie/pourquoi-la-batterie-de-votre-telephone-se-decharge-si-vite-guide-pratique-de-diagnostic/,Nopeasti tyhjenevä akku,Pourquoi la batterie de votre téléphone se décharge si vite : guide pratique de diagnostic Android,Pourquoi la batterie de votre téléphone se décharge si vite : guide pratique de diagnostic Android,,"Une décharge rapide a toujours une cause. Elle peut être très banale, comme une luminosité élevée ou un signal médiocre, mais elle n'est pas aléatoire.",batterie qui se décharge vite,batterie qui se décharge vite,batterie; consommation; depannage; performances,Problem-solving: identify abnormal drain and its cause,PASS,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. No GSC data. Query: France Android ""état de la batterie"" ""téléphone ne charge pas"" ""batterie se décharge vite"" (fr-FR/France, 2026-07-15). Official Pixel/Samsung use état de la batterie and se décharge rapidement. https://support.google.com/pixelphone/answer/15738128?hl=fr; https://www.samsung.com/fr/support/mobile-devices/how-to-check-repair-or-replace-a-samsung-galaxy-device-battery/",MEDIUM,FALSE
21,es-ES,https://runcheckapp.com/es/articulos/bateria/por-que-la-bateria-de-tu-movil-se-agota-tan-rapido-guia-practica-de-diagnostico-en-android/,Nopeasti tyhjenevä akku,Por qué la batería de tu móvil se agota tan rápido: guía práctica de diagnóstico en Android,Por qué la batería de tu móvil se agota tan rápido: guía práctica de diagnóstico en Android,,"El consumo rápido de batería tiene una causa. Puede ser algo tan poco emocionante como el brillo de la pantalla o una señal deficiente, pero no ocurre al azar.",la batería se agota rápido,la batería se agota rápido,bateria; consumo; solucion de problemas; rendimiento,Problem-solving: identify abnormal drain and its cause,MINOR,Por qué la batería del móvil se agota rápido,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. A measured CTR claim is not possible; the meta suggestion is editorial only. No GSC data. Query: España Android ""estado de la batería"" ""móvil no carga"" ""batería se agota rápido"" (es-ES/Spain, 2026-07-15). Official Pixel/Samsung use estado de la batería, no carga and se agota rápidamente. https://support.google.com/pixelphone/answer/15738128?hl=es; https://www.samsung.com/es/support/mobile-devices/how-to-check-repair-or-replace-a-samsung-galaxy-device-battery/",MEDIUM,TRUE
48,en,https://runcheckapp.com/articles/charging/phone-wont-charge/,Puhelin ei lataudu,Phone won't charge: how to diagnose charging problems,Phone won't charge: how to diagnose charging problems,,"A practical Android charging checklist covering the outlet, charger, cable, USB-C port, moisture warnings, dead batteries, software freezes, and repair signs.",phone will not charge,phone will not charge,charging; battery; hardware,Problem-solving: diagnose a charging failure,PASS,KEEP,KEEP,KEEP,KEEP,KEEP,English source baseline. Grammar/region/technical intent are the source of truth for localization. No GSC data was available; no English keyword rewrite proposed.,HIGH,FALSE
48,fi-FI,https://runcheckapp.com/fi/artikkelit/lataaminen/puhelin-ei-lataudu-nain-selvitat-latausongelman/,Puhelin ei lataudu,Puhelin ei lataudu: näin selvität latausongelman,Puhelin ei lataudu: näin selvität latausongelman,,"Käytännöllinen Android-puhelimen latausongelmien tarkistuslista kattaa pistorasian, laturin, johdon, USB-C-portin, kosteusvaroitukset, tyhjentyneen akun, ohjelmiston jumittumisen ja huoltoa vaativat viat.",puhelin ei lataudu,puhelin ei lataudu,lataaminen; akku; laitteisto,Problem-solving: diagnose a charging failure,MINOR,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. listSummary is a tag list and should be rewritten manually. No GSC data. Query: ""akun kunto"" Android ""akku tyhjenee nopeasti"" (fi-FI/Finland, 2026-07-15). Titles/results used akun kunto, akku tyhjenee nopeasti and lataus; official Pixel and local Back Market result. https://support.google.com/pixelphone/answer/15738128?hl=fi; https://help.backmarket.com/hc/fi/articles/5659759777692-Miksi-laitteeni-akku-tyhjenee-niin-nopeasti",MEDIUM,TRUE
48,sv-SE,https://runcheckapp.com/sv/artiklar/laddning/telefonen-laddar-inte-sa-felsoker-du-laddningsproblem/,Puhelin ei lataudu,Telefonen laddar inte: så felsöker du laddningsproblem,Telefonen laddar inte: så felsöker du laddningsproblem,,"Metabeskrivning: En praktisk checklista för Android-laddning som går igenom vägguttag, laddare, kabel, USB-C-port, fuktvarningar, helt urladdade batterier, frusen programvara och tecken på reparationsbehov.",telefonen laddar inte,telefonen laddar inte,laddning; batteri; hårdvara,Problem-solving: diagnose a charging failure,MINOR,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. listSummary is a tag list and should be rewritten manually. No GSC data. Query: ""batterihälsa"" Android ""batteriet laddas ur snabbt"" Sverige (sv-SE/Sweden, 2026-07-15). Official Pixel uses Batterihälsa; Samsung uses Batteristatus for its status result. https://support.google.com/pixelphone/answer/15738128?hl=sv; https://www.samsung.com/se/support/mobile-devices/how-to-check-the-battery-status-on-your-samsung-galaxy-phone/",MEDIUM,TRUE
