"locale","source_article_id","translated_file","published_url","topic_cluster","severity","finding_type","current_text","suggested_text","evidence","confidence","recommended_action","requires_url_change","requires_manual_review"
"de-DE","114","src/content/articles/de/hardware/so-testest-du-den-fingerabdrucksensor-deines-android-smartphones.md","https://runcheckapp.com/de/artikel/hardware/so-testest-du-den-fingerabdrucksensor-deines-android-smartphones/","Android settings and diagnostics","P2","generic_internal_link_copy","diagnose, sensoren und android","So prüfst du, ob der Fingerabdrucksensor deines Android-Smartphones funktioniert, mit integrierten Diagnosen…","Exact match to scripts/import-runcheck-articles.mjs buildLocalizedListSummary() fallback: first three localized tags joined as prose.","high","Replace with an article-specific 70-110 character card summary; the generated suggestion is a draft and must be checked by a native reviewer.","false","true"
"de-DE","108","src/content/articles/de/hardware/so-testest-du-den-ladeanschluss-deines-smartphones.md","https://runcheckapp.com/de/artikel/hardware/so-testest-du-den-ladeanschluss-deines-smartphones/","Android settings and diagnostics","P2","generic_internal_link_copy","laden, akku und android","So prüfst du den Ladeanschluss eines Android-Smartphones mit Kabeltests, vorsichtiger Reinigung…","Exact match to scripts/import-runcheck-articles.mjs buildLocalizedListSummary() fallback: first three localized tags joined as prose.","high","Replace with an article-specific 70-110 character card summary; the generated suggestion is a draft and must be checked by a native reviewer.","false","true"
"de-DE","109","src/content/articles/de/hardware/so-testest-du-den-vibrationsmotor-deines-smartphones.md","https://runcheckapp.com/de/artikel/hardware/so-testest-du-den-vibrationsmotor-deines-smartphones/","Android settings and diagnostics","P2","generic_internal_link_copy","hardware, testen und diagnose","Schnelle Tests für den Vibrationsmotor eines Android-Smartphones mit Einstellungen, Tastaturfeedback…","Exact match to scripts/import-runcheck-articles.mjs buildLocalizedListSummary() fallback: first three localized tags joined as prose.","high","Replace with an article-specific 70-110 character card summary; the generated suggestion is a draft and must be checked by a native reviewer.","false","true"
"de-DE","110","src/content/articles/de/hardware/so-testest-du-die-kameraqualitat-deines-smartphones.md","https://runcheckapp.com/de/artikel/hardware/so-testest-du-die-kameraqualitat-deines-smartphones/","Android settings and diagnostics","P2","generic_internal_link_copy","hardware, testen und diagnose","Praktische Tests für die Kameraqualität eines Android-Smartphones, darunter Autofokus, Objektivwechsel…","Exact match to scripts/import-runcheck-articles.mjs buildLocalizedListSummary() fallback: first three localized tags joined as prose.","high","Replace with an article-specific 70-110 character card summary; the generated suggestion is a draft and must be checked by a native reviewer.","false","true"
"de-DE","107","src/content/articles/de/hardware/so-testest-du-lautsprecher-und-mikrofon-deines-smartphones.md","https://runcheckapp.com/de/artikel/hardware/so-testest-du-lautsprecher-und-mikrofon-deines-smartphones/","Android settings and diagnostics","P2","generic_internal_link_copy","hardware, testen und diagnose","Die meisten Audioprobleme bei Smartphones kommen nicht von einem vollständig ausgefallenen Lautsprecher oder…","Exact match to scripts/import-runcheck-articles.mjs buildLocalizedListSummary() fallback: first three localized tags joined as prose.","high","Replace with an article-specific 70-110 character card summary; the generated suggestion is a draft and must be checked by a native reviewer.","false","true"
"de-DE","115","src/content/articles/de/hardware/so-testest-du-nfc-unter-android.md","https://runcheckapp.com/de/artikel/hardware/so-testest-du-nfc-unter-android/","Android settings and diagnostics","P2","generic_internal_link_copy","diagnose, sensoren und android","Einfache Methoden, um NFC auf deinem Android-Smartphone mit Einstellungen, kontaktlosen Karten, Google Wallet…","Exact match to scripts/import-runcheck-articles.mjs buildLocalizedListSummary() fallback: first three localized tags joined as prose.","high","Replace with an article-specific 70-110 character card summary; the generated suggestion is a draft and must be checked by a native reviewer.","false","true"
"de-DE","117","src/content/articles/de/hardware/was-ist-ein-naherungssensor-und-warum-ist-er-wichtig.md","https://runcheckapp.com/de/artikel/hardware/was-ist-ein-naherungssensor-und-warum-ist-er-wichtig/","Android settings and diagnostics","P2","generic_internal_link_copy","diagnose, sensoren und android","Wie der Näherungssensor in deinem Android-Smartphone funktioniert, warum Anrufe bei einem Defekt Probleme…","Exact match to scripts/import-runcheck-articles.mjs buildLocalizedListSummary() fallback: first three localized tags joined as prose.","high","Replace with an article-specific 70-110 character card summary; the generated suggestion is a draft and must be checked by a native reviewer.","false","true"
"de-DE","118","src/content/articles/de/hardware/welche-sensoren-hat-mein-smartphone-und-wie-prufe-ich-das.md","https://runcheckapp.com/de/artikel/hardware/welche-sensoren-hat-mein-smartphone-und-wie-prufe-ich-das/","Android settings and diagnostics","P2","generic_internal_link_copy","diagnose, sensoren und android","Warum zeigt ein Smartphone in Maps deine Laufrichtung exakt an, während ein anderes nur einen ungenauen blauen…","Exact match to scripts/import-runcheck-articles.mjs buildLocalizedListSummary() fallback: first three localized tags joined as prose.","high","Replace with an article-specific 70-110 character card summary; the generated suggestion is a draft and must be checked by a native reviewer.","false","true"
"de-DE","147","src/content/articles/de/myths/funktionieren-ram-cleaner-und-booster-apps.md","https://runcheckapp.com/de/artikel/mythen/funktionieren-ram-cleaner-und-booster-apps/","slow phone and performance myths","P2","generic_internal_link_copy","leistung, geschwindigkeit und android","Macht ein RAM-Booster dein Android-Smartphone schneller oder sorgt er nur dafür, dass eine Zahl besser…","Exact match to scripts/import-runcheck-articles.mjs buildLocalizedListSummary() fallback: first three localized tags joined as prose.","high","Replace with an article-specific 70-110 character card summary; the generated suggestion is a draft and must be checked by a native reviewer.","false","true"
"de-DE","148","src/content/articles/de/myths/ladt-dein-smartphone-im-flugmodus-schneller.md","https://runcheckapp.com/de/artikel/mythen/ladt-dein-smartphone-im-flugmodus-schneller/","battery drain and charging myths","P2","generic_internal_link_copy","laden, akku und android","Der Flugmodus kann ein Android-Smartphone etwas schneller laden lassen, vor allem bei schwachem Empfang oder…","Exact match to scripts/import-runcheck-articles.mjs buildLocalizedListSummary() fallback: first three localized tags joined as prose.","high","Replace with an article-specific 70-110 character card summary; the generated suggestion is a draft and must be checked by a native reviewer.","false","true"
"de-DE","146","src/content/articles/de/myths/spart-das-schliessen-von-apps-wirklich-akku.md","https://runcheckapp.com/de/artikel/mythen/spart-das-schliessen-von-apps-wirklich-akku/","battery drain and charging myths","P2","generic_internal_link_copy","mythen, fakten und android","Du bist bei 18 %, das Akkusymbol ist rot und die Übersicht der zuletzt verwendeten Apps sieht ziemlich voll…","Exact match to scripts/import-runcheck-articles.mjs buildLocalizedListSummary() fallback: first three localized tags joined as prose.","high","Replace with an article-specific 70-110 character card summary; the generated suggestion is a draft and must be checked by a native reviewer.","false","true"
"de-DE","150","src/content/articles/de/myths/stimmt-es-dass-smartphones-absichtlich-langsamer-werden.md","https://runcheckapp.com/de/artikel/mythen/stimmt-es-dass-smartphones-absichtlich-langsamer-werden/","slow phone and performance myths","P2","generic_internal_link_copy","leistung, geschwindigkeit und android","Smartphones können durch Akkuverschleiß, anspruchsvollere Software, knappen Speicher, Wärme und schlechte…","Exact match to scripts/import-runcheck-articles.mjs buildLocalizedListSummary() fallback: first three localized tags joined as prose.","high","Replace with an article-specific 70-110 character card summary; the generated suggestion is a draft and must be checked by a native reviewer.","false","true"
"de-DE","152","src/content/articles/de/myths/verbessert-ein-zurucksetzen-auf-werkseinstellungen-den-akkuzustand.md","https://runcheckapp.com/de/artikel/mythen/verbessert-ein-zurucksetzen-auf-werkseinstellungen-den-akkuzustand/","battery drain and charging myths","P2","generic_internal_link_copy","akku, zustand und diagnose","Ein Zurücksetzen auf Werkseinstellungen kann die Akkulaufzeit verbessern, wenn Software zu viel Energie…","Exact match to scripts/import-runcheck-articles.mjs buildLocalizedListSummary() fallback: first three localized tags joined as prose.","high","Replace with an article-specific 70-110 character card summary; the generated suggestion is a draft and must be checked by a native reviewer.","false","true"
"de-DE","98","src/content/articles/de/network/so-behebst-du-bluetooth-verbindungsprobleme-unter-android.md","https://runcheckapp.com/de/artikel/netzwerk/so-behebst-du-bluetooth-verbindungsprobleme-unter-android/","Wi-Fi, mobile network and signal strength","P2","generic_internal_link_copy","netzwerk, verbindungen und android","Meta-Beschreibung: Praktische Lösungen für Bluetooth-Probleme unter Android, darunter fehlgeschlagene…","Exact match to scripts/import-runcheck-articles.mjs buildLocalizedListSummary() fallback: first three localized tags joined as prose.","high","Replace with an article-specific 70-110 character card summary; the generated suggestion is a draft and must be checked by a native reviewer.","false","true"
"de-DE","96","src/content/articles/de/network/so-behebst-du-wlan-verbindungsprobleme-unter-android.md","https://runcheckapp.com/de/artikel/netzwerk/so-behebst-du-wlan-verbindungsprobleme-unter-android/","Wi-Fi, mobile network and signal strength","P2","generic_internal_link_copy","leistung, geschwindigkeit und android","Meta-Beschreibung: Schrittweise Lösungen für WLAN-Probleme unter Android, darunter Verbindungsabbrüche…","Exact match to scripts/import-runcheck-articles.mjs buildLocalizedListSummary() fallback: first three localized tags joined as prose.","high","Replace with an article-specific 70-110 character card summary; the generated suggestion is a draft and must be checked by a native reviewer.","false","true"
"de-DE","101","src/content/articles/de/network/so-prufst-du-ob-dein-smartphone-5g-unterstutzt.md","https://runcheckapp.com/de/artikel/netzwerk/so-prufst-du-ob-dein-smartphone-5g-unterstutzt/","Wi-Fi, mobile network and signal strength","P2","generic_internal_link_copy","netzwerk, verbindungen und android","So findest du heraus, ob ein Android-Smartphone 5G unterstützt, warum trotzdem kein 5G-Symbol erscheinen kann…","Exact match to scripts/import-runcheck-articles.mjs buildLocalizedListSummary() fallback: first three localized tags joined as prose.","high","Replace with an article-specific 70-110 character card summary; the generated suggestion is a draft and must be checked by a native reviewer.","false","true"
"de-DE","103","src/content/articles/de/network/so-testest-du-die-netzwerklatenz-unter-android.md","https://runcheckapp.com/de/artikel/netzwerk/so-testest-du-die-netzwerklatenz-unter-android/","Wi-Fi, mobile network and signal strength","P2","generic_internal_link_copy","netzwerk, verbindungen und android","Du bist in einem Videoanruf, alle können dich hören, das Bild sieht gut aus und trotzdem wirkt das Gespräch…","Exact match to scripts/import-runcheck-articles.mjs buildLocalizedListSummary() fallback: first three localized tags joined as prose.","high","Replace with an article-specific 70-110 character card summary; the generated suggestion is a draft and must be checked by a native reviewer.","false","true"
"de-DE","95","src/content/articles/de/network/warum-verliert-mein-smartphone-standig-die-wlan-verbindung.md","https://runcheckapp.com/de/artikel/netzwerk/warum-verliert-mein-smartphone-standig-die-wlan-verbindung/","Wi-Fi, mobile network and signal strength","P2","generic_internal_link_copy","netzwerk, verbindungen und android","Besonders lästig ist die Variante, bei der das WLAN in der Küche funktioniert, im Schlafzimmer abbricht, sich…","Exact match to scripts/import-runcheck-articles.mjs buildLocalizedListSummary() fallback: first three localized tags joined as prose.","high","Replace with an article-specific 70-110 character card summary; the generated suggestion is a draft and must be checked by a native reviewer.","false","true"
"de-DE","102","src/content/articles/de/network/warum-zeigt-mein-smartphone-kein-signal-an-und-wie-lasst-sich-das-beheben.md","https://runcheckapp.com/de/artikel/netzwerk/warum-zeigt-mein-smartphone-kein-signal-an-und-wie-lasst-sich-das-beheben/","Wi-Fi, mobile network and signal strength","P2","generic_internal_link_copy","netzwerk, verbindungen und android","Praktische Schritte gegen die Android-Meldungen Kein Signal, Kein Dienst und Nur Notrufe, einschließlich…","Exact match to scripts/import-runcheck-articles.mjs buildLocalizedListSummary() fallback: first three localized tags joined as prose.","high","Replace with an article-specific 70-110 character card summary; the generated suggestion is a draft and must be checked by a native reviewer.","false","true"
"de-DE","99","src/content/articles/de/network/was-ist-ein-vpn-und-beeinflusst-es-die-geschwindigkeit-deines-smartphones.md","https://runcheckapp.com/de/artikel/netzwerk/was-ist-ein-vpn-und-beeinflusst-es-die-geschwindigkeit-deines-smartphones/","Wi-Fi, mobile network and signal strength","P2","generic_internal_link_copy","netzwerk, verbindungen und android","Meta-Beschreibung: Eine verständliche Erklärung, was ein VPN unter Android macht, wie es Geschwindigkeit und…","Exact match to scripts/import-runcheck-articles.mjs buildLocalizedListSummary() fallback: first three localized tags joined as prose.","high","Replace with an article-specific 70-110 character card summary; the generated suggestion is a draft and must be checked by a native reviewer.","false","true"
"de-DE","100","src/content/articles/de/network/wlan-telefonie-erklart-was-sie-ist-und-wann-du-sie-nutzen-solltest.md","https://runcheckapp.com/de/artikel/netzwerk/wlan-telefonie-erklart-was-sie-ist-und-wann-du-sie-nutzen-solltest/","Wi-Fi, mobile network and signal strength","P2","generic_internal_link_copy","netzwerk, verbindungen und android","Meta-Beschreibung: So funktioniert WLAN-Telefonie unter Android, wann du sie einschalten solltest, welche…","Exact match to scripts/import-runcheck-articles.mjs buildLocalizedListSummary() fallback: first three localized tags joined as prose.","high","Replace with an article-specific 70-110 character card summary; the generated suggestion is a draft and must be checked by a native reviewer.","false","true"
"de-DE","78","src/content/articles/de/performance/bremst-bloatware-dein-smartphone-und-kannst-du-sie-entfernen.md","https://runcheckapp.com/de/artikel/leistung/bremst-bloatware-dein-smartphone-und-kannst-du-sie-entfernen/","slow phone and performance","P2","generic_internal_link_copy","leistung, geschwindigkeit und android","Vorinstallierte Android-Apps können Speicher belegen, Benachrichtigungen senden und Hintergrunddienste…","Exact match to scripts/import-runcheck-articles.mjs buildLocalizedListSummary() fallback: first three localized tags joined as prose.","high","Replace with an article-specific 70-110 character card summary; the generated suggestion is a draft and must be checked by a native reviewer.","false","true"
"de-DE","65","src/content/articles/de/performance/so-beschleunigst-du-ein-altes-android-smartphone.md","https://runcheckapp.com/de/artikel/leistung/so-beschleunigst-du-ein-altes-android-smartphone/","slow phone and performance","P2","generic_internal_link_copy","leistung, geschwindigkeit und android","Die meisten alten Android-Smartphones werden nicht langsam, weil der Prozessor vergessen hat, wie…","Exact match to scripts/import-runcheck-articles.mjs buildLocalizedListSummary() fallback: first three localized tags joined as prose.","high","Replace with an article-specific 70-110 character card summary; the generated suggestion is a draft and must be checked by a native reviewer.","false","true"
"de-DE","71","src/content/articles/de/performance/so-loschst-du-die-cache-partition-unter-android.md","https://runcheckapp.com/de/artikel/leistung/so-loschst-du-die-cache-partition-unter-android/","slow phone and performance","P2","generic_internal_link_copy","leistung, geschwindigkeit und android","Was das Löschen der Android-Cache-Partition bewirkt, wie du es auf Samsung-Smartphones versuchst und was du…","Exact match to scripts/import-runcheck-articles.mjs buildLocalizedListSummary() fallback: first three localized tags joined as prose.","high","Replace with an article-specific 70-110 character card summary; the generated suggestion is a draft and must be checked by a native reviewer.","false","true"
"de-DE","72","src/content/articles/de/performance/so-reduzierst-du-animationen-damit-sich-android-schneller-anfuhlt.md","https://runcheckapp.com/de/artikel/leistung/so-reduzierst-du-animationen-damit-sich-android-schneller-anfuhlt/","slow phone and performance","P2","generic_internal_link_copy","leistung, geschwindigkeit und android","So reduzierst du Android-Animationen über die Entwickleroptionen, Bedienungshilfen und Herstellerfunktionen…","Exact match to scripts/import-runcheck-articles.mjs buildLocalizedListSummary() fallback: first three localized tags joined as prose.","high","Replace with an article-specific 70-110 character card summary; the generated suggestion is a draft and must be checked by a native reviewer.","false","true"
"de-DE","68","src/content/articles/de/performance/warum-dein-smartphone-nach-updates-langsamer-wird.md","https://runcheckapp.com/de/artikel/leistung/warum-dein-smartphone-nach-updates-langsamer-wird/","slow phone and performance","P2","generic_internal_link_copy","leistung, geschwindigkeit und android","Why Android phones can feel slow after updates, when it is normal, and what to do if performance does not…","Exact match to scripts/import-runcheck-articles.mjs buildLocalizedListSummary() fallback: first three localized tags joined as prose.","high","Replace with an article-specific 70-110 character card summary; the generated suggestion is a draft and must be checked by a native reviewer.","false","true"
"de-DE","133","src/content/articles/de/physical-damage/smartphone-nass-geworden-was-du-tun-solltest-und-was-nicht.md","https://runcheckapp.com/de/artikel/physische-schaden/smartphone-nass-geworden-was-du-tun-solltest-und-was-nicht/","repair and physical damage","P2","generic_internal_link_copy","hardware, schaden und reparatur","Schritt-für-Schritt-Hilfe für ein nasses Android-Smartphone, einschließlich sinnvoller Maßnahmen, häufiger…","Exact match to scripts/import-runcheck-articles.mjs buildLocalizedListSummary() fallback: first three localized tags joined as prose.","high","Replace with an article-specific 70-110 character card summary; the generated suggestion is a draft and must be checked by a native reviewer.","false","true"
"de-DE","131","src/content/articles/de/physical-damage/so-prufst-du-ein-smartphone-display-nach-einem-sturz-auf-schaden.md","https://runcheckapp.com/de/artikel/physische-schaden/so-prufst-du-ein-smartphone-display-nach-einem-sturz-auf-schaden/","repair and physical damage","P2","generic_internal_link_copy","hardware, testen und diagnose","Du hebst das Smartphone auf, das Glas sieht unbeschädigt aus, und für einen Moment glaubst du, noch einmal…","Exact match to scripts/import-runcheck-articles.mjs buildLocalizedListSummary() fallback: first three localized tags joined as prose.","high","Replace with an article-specific 70-110 character card summary; the generated suggestion is a draft and must be checked by a native reviewer.","false","true"
"de-DE","135","src/content/articles/de/physical-damage/so-prufst-du-ob-der-rahmen-deines-smartphones-verbogen-ist.md","https://runcheckapp.com/de/artikel/physische-schaden/so-prufst-du-ob-der-rahmen-deines-smartphones-verbogen-ist/","repair and physical damage","P2","generic_internal_link_copy","hardware, schaden und reparatur","Ein verbogener Smartphone-Rahmen kann das Display anheben, Touch-Probleme verursachen, die Wasserbeständigkeit…","Exact match to scripts/import-runcheck-articles.mjs buildLocalizedListSummary() fallback: first three localized tags joined as prose.","high","Replace with an article-specific 70-110 character card summary; the generated suggestion is a draft and must be checked by a native reviewer.","false","true"
"de-DE","137","src/content/articles/de/physical-damage/so-reinigst-du-dein-smartphone-richtig-ohne-es-zu-beschadigen.md","https://runcheckapp.com/de/artikel/physische-schaden/so-reinigst-du-dein-smartphone-richtig-ohne-es-zu-beschadigen/","repair and physical damage","P2","generic_internal_link_copy","hardware, testen und diagnose","So reinigst du Display, Gehäuse, Anschlüsse, Lautsprecher und Hülle eines Android-Smartphones, ohne die…","Exact match to scripts/import-runcheck-articles.mjs buildLocalizedListSummary() fallback: first three localized tags joined as prose.","high","Replace with an article-specific 70-110 character card summary; the generated suggestion is a draft and must be checked by a native reviewer.","false","true"
"de-DE","122","src/content/articles/de/software/so-prufst-du-android-sicherheitspatches.md","https://runcheckapp.com/de/artikel/software/so-prufst-du-android-sicherheitspatches/","security, factory reset and FRP","P2","generic_internal_link_copy","android, updates und sicherheit","Du möchtest ein gebrauchtes Smartphone kaufen, oder dein eigenes Gerät hat seit Monaten keine…","Exact match to scripts/import-runcheck-articles.mjs buildLocalizedListSummary() fallback: first three localized tags joined as prose.","high","Replace with an article-specific 70-110 character card summary; the generated suggestion is a draft and must be checked by a native reviewer.","false","true"
"de-DE","124","src/content/articles/de/software/was-sind-google-play-systemupdates.md","https://runcheckapp.com/de/artikel/software/was-sind-google-play-systemupdates/","security, factory reset and FRP","P2","generic_internal_link_copy","android, updates und sicherheit","Öffne die Updateansicht deines Android-Geräts, und du wirst wahrscheinlich zwei unterschiedliche Datumsangaben…","Exact match to scripts/import-runcheck-articles.mjs buildLocalizedListSummary() fallback: first three localized tags joined as prose.","high","Replace with an article-specific 70-110 character card summary; the generated suggestion is a draft and must be checked by a native reviewer.","false","true"
"de-DE","127","src/content/articles/de/software/welche-berechtigungen-solltest-du-unter-android-erlauben.md","https://runcheckapp.com/de/artikel/software/welche-berechtigungen-solltest-du-unter-android-erlauben/","security, factory reset and FRP","P2","generic_internal_link_copy","android, berechtigungen und datenschutz","Die einfachste Regel für Android-Berechtigungen lautet: Wenn die Berechtigung nicht zu der Funktion passt, die…","Exact match to scripts/import-runcheck-articles.mjs buildLocalizedListSummary() fallback: first three localized tags joined as prose.","high","Replace with an article-specific 70-110 character card summary; the generated suggestion is a draft and must be checked by a native reviewer.","false","true"
"de-DE","123","src/content/articles/de/software/wird-mein-smartphone-noch-unterstutzt-so-prufst-du-den-android-und-sicherheits-support.md","https://runcheckapp.com/de/artikel/software/wird-mein-smartphone-noch-unterstutzt-so-prufst-du-den-android-und-sicherheits-support/","security, factory reset and FRP","P2","generic_internal_link_copy","android, updates und sicherheit","Dein Smartphone kann völlig normal wirken und seinen sicheren Updatezeitraum trotzdem bereits überschritten…","Exact match to scripts/import-runcheck-articles.mjs buildLocalizedListSummary() fallback: first three localized tags joined as prose.","high","Replace with an article-specific 70-110 character card summary; the generated suggestion is a draft and must be checked by a native reviewer.","false","true"
"de-DE","86","src/content/articles/de/storage/interner-speicher-oder-sd-karte-was-gehort-wohin.md","https://runcheckapp.com/de/artikel/speicher/interner-speicher-oder-sd-karte-was-gehort-wohin/","storage and freeing space","P2","generic_internal_link_copy","speicher, android und bereinigung","Eine microSD-Karte kann einem Android-Smartphone mehr Speicherplatz geben, ist aber nicht mit dem internen…","Exact match to scripts/import-runcheck-articles.mjs buildLocalizedListSummary() fallback: first three localized tags joined as prose.","high","Replace with an article-specific 70-110 character card summary; the generated suggestion is a draft and must be checked by a native reviewer.","false","true"
"de-DE","79","src/content/articles/de/storage/so-gibst-du-unter-android-speicherplatz-frei-ohne-wichtiges-zu-verlieren.md","https://runcheckapp.com/de/artikel/speicher/so-gibst-du-unter-android-speicherplatz-frei-ohne-wichtiges-zu-verlieren/","storage and freeing space","P2","generic_internal_link_copy","speicher, android und bereinigung","Mit diesen praktischen Schritten gewinnst du unter Android Speicherplatz zurück, ohne wichtige Fotos, Apps…","Exact match to scripts/import-runcheck-articles.mjs buildLocalizedListSummary() fallback: first three localized tags joined as prose.","high","Replace with an article-specific 70-110 character card summary; the generated suggestion is a draft and must be checked by a native reviewer.","false","true"
"de-DE","80","src/content/articles/de/storage/so-prufst-du-den-speicherzustand-unter-android.md","https://runcheckapp.com/de/artikel/speicher/so-prufst-du-den-speicherzustand-unter-android/","storage and freeing space","P2","generic_internal_link_copy","speicher, android und bereinigung","Android-Speicher kann verschleißen, doch die meisten Smartphones zeigen keinen einfachen Prozentwert für den…","Exact match to scripts/import-runcheck-articles.mjs buildLocalizedListSummary() fallback: first three localized tags joined as prose.","high","Replace with an article-specific 70-110 character card summary; the generated suggestion is a draft and must be checked by a native reviewer.","false","true"
"de-DE","87","src/content/articles/de/storage/warum-dein-smartphone-vollen-speicher-meldet-obwohl-noch-platz-frei-zu-sein-scheint.md","https://runcheckapp.com/de/artikel/speicher/warum-dein-smartphone-vollen-speicher-meldet-obwohl-noch-platz-frei-zu-sein-scheint/","storage and freeing space","P2","generic_internal_link_copy","speicher, android und bereinigung","Eine typische Support-Geschichte läuft so ab: Jemand löscht einen ganzen Schwung Videos, prüft danach die…","Exact match to scripts/import-runcheck-articles.mjs buildLocalizedListSummary() fallback: first three localized tags joined as prose.","high","Replace with an article-specific 70-110 character card summary; the generated suggestion is a draft and must be checked by a native reviewer.","false","true"
"de-DE","81","src/content/articles/de/storage/was-passiert-wenn-der-speicher-deines-smartphones-voll-ist.md","https://runcheckapp.com/de/artikel/speicher/was-passiert-wenn-der-speicher-deines-smartphones-voll-ist/","storage and freeing space","P2","generic_internal_link_copy","leistung, geschwindigkeit und android","Ein volles Android-Smartphone kann bei ganz alltäglichen Aufgaben versagen: Die Kamera meldet Fehler, Apps…","Exact match to scripts/import-runcheck-articles.mjs buildLocalizedListSummary() fallback: first three localized tags joined as prose.","high","Replace with an article-specific 70-110 character card summary; the generated suggestion is a draft and must be checked by a native reviewer.","false","true"
"de-DE","55","src/content/articles/de/thermal/schadet-gaming-deinem-smartphone.md","https://runcheckapp.com/de/artikel/temperatur/schadet-gaming-deinem-smartphone/","heat and overheating","P2","generic_internal_link_copy","vergleich, apps und android","Gaming auf Android beschädigt CPU oder GPU normalerweise nicht, doch wiederholte Wärme durch lange Sitzungen…","Exact match to scripts/import-runcheck-articles.mjs buildLocalizedListSummary() fallback: first three localized tags joined as prose.","high","Replace with an article-specific 70-110 character card summary; the generated suggestion is a draft and must be checked by a native reviewer.","false","true"
"de-DE","58","src/content/articles/de/thermal/smartphone-uberhitzt-beim-laden-ursachen-und-losungen.md","https://runcheckapp.com/de/artikel/temperatur/smartphone-uberhitzt-beim-laden-ursachen-und-losungen/","heat and overheating","P2","generic_internal_link_copy","laden, akku und android","Wird dein Smartphone beim Laden heiß, können Schnellladen, intensive Nutzung, ein schlechtes Kabel, kabelloses…","Exact match to scripts/import-runcheck-articles.mjs buildLocalizedListSummary() fallback: first three localized tags joined as prose.","high","Replace with an article-specific 70-110 character card summary; the generated suggestion is a draft and must be checked by a native reviewer.","false","true"
"de-DE","54","src/content/articles/de/thermal/so-kuhlst-du-ein-uberhitztes-smartphone-ab.md","https://runcheckapp.com/de/artikel/temperatur/so-kuhlst-du-ein-uberhitztes-smartphone-ab/","heat and overheating","P2","generic_internal_link_copy","laden, akku und android","Sichere Schritte zum Abkühlen eines überhitzten Android-Smartphones, was du vermeiden solltest, wann Wärme…","Exact match to scripts/import-runcheck-articles.mjs buildLocalizedListSummary() fallback: first three localized tags joined as prose.","high","Replace with an article-specific 70-110 character card summary; the generated suggestion is a draft and must be checked by a native reviewer.","false","true"
"de-DE","60","src/content/articles/de/thermal/verursacht-deine-smartphone-hulle-uberhitzung.md","https://runcheckapp.com/de/artikel/temperatur/verursacht-deine-smartphone-hulle-uberhitzung/","heat and overheating","P2","generic_internal_link_copy","temperatur, warme und android","Smartphone-Hüllen erzeugen keine Wärme, doch dicke TPU-, Silikon-, Outdoor- und Wallet-Hüllen können sie beim…","Exact match to scripts/import-runcheck-articles.mjs buildLocalizedListSummary() fallback: first three localized tags joined as prose.","high","Replace with an article-specific 70-110 character card summary; the generated suggestion is a draft and must be checked by a native reviewer.","false","true"
"de-DE","53","src/content/articles/de/thermal/warum-dein-android-smartphone-uberhitzt-und-wie-du-seine-temperatur-prufst.md","https://runcheckapp.com/de/artikel/temperatur/warum-dein-android-smartphone-uberhitzt-und-wie-du-seine-temperatur-prufst/","heat and overheating","P2","generic_internal_link_copy","temperatur, warme und android","So prüfst du die Temperatur eines Android-Smartphones, ordnest sichere Akkutemperaturen ein und verstehst, wie…","Exact match to scripts/import-runcheck-articles.mjs buildLocalizedListSummary() fallback: first three localized tags joined as prose.","high","Replace with an article-specific 70-110 character card summary; the generated suggestion is a draft and must be checked by a native reviewer.","false","true"
"de-DE","57","src/content/articles/de/thermal/warum-wird-mein-smartphone-heiss-obwohl-ich-es-nicht-benutze.md","https://runcheckapp.com/de/artikel/temperatur/warum-wird-mein-smartphone-heiss-obwohl-ich-es-nicht-benutze/","heat and overheating","P2","generic_internal_link_copy","akku, zustand und diagnose","Ein gesperrtes Smartphone, das mit dem Display nach oben auf dem Tisch liegt, sollte sich nicht so anfühlen…","Exact match to scripts/import-runcheck-articles.mjs buildLocalizedListSummary() fallback: first three localized tags joined as prose.","high","Replace with an article-specific 70-110 character card summary; the generated suggestion is a draft and must be checked by a native reviewer.","false","true"
"de-DE","56","src/content/articles/de/thermal/was-ist-thermische-drosselung-und-wie-wirkt-sie-sich-auf-dein-smartphone-aus.md","https://runcheckapp.com/de/artikel/temperatur/was-ist-thermische-drosselung-und-wie-wirkt-sie-sich-auf-dein-smartphone-aus/","thermal throttling","P2","generic_internal_link_copy","temperatur, warme und android","Warum fühlt sich ein schnelles Smartphone mitten in einem Spiel, Videoanruf oder einer längeren Kameraaufnahme…","Exact match to scripts/import-runcheck-articles.mjs buildLocalizedListSummary() fallback: first three localized tags joined as prose.","high","Replace with an article-specific 70-110 character card summary; the generated suggestion is a draft and must be checked by a native reviewer.","false","true"
"es-ES","33","src/content/articles/es/battery/ajustes-ocultos-de-android-que-consumen-bateria.md","https://runcheckapp.com/es/articulos/bateria/ajustes-ocultos-de-android-que-consumen-bateria/","fast battery drain","P2","generic_internal_link_copy","android, actualizaciones y seguridad","Android puede mantener activas la búsqueda de redes Wi-Fi, la búsqueda de dispositivos Bluetooth, la…","Exact match to scripts/import-runcheck-articles.mjs buildLocalizedListSummary() fallback: first three localized tags joined as prose.","high","Replace with an article-specific 70-110 character card summary; the generated suggestion is a draft and must be checked by a native reviewer.","false","true"
